,GameEndDateTime,GameID,Season,SeasonType,Status,Day,DateTime,AwayTeam,HomeTeam,AwayTeamID,HomeTeamID,StadiumID,AwayTeamScore,HomeTeamScore,Updated,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,IsClosed,NeutralVenue,DateTimeUTC,GameEndDateTIme,SeriesInfo
3,2025-12-03T21:52:25,22792,2026,1,Final,2025-12-03T00:00:00,2025-12-03T19:30:00,LAC,ATL,28,3,3,115,92,2025-12-03T22:05:12,20022792,20000028,20000003,True,False,2025-12-04T00:30:00,2025-12-03T21:52:25,
4,2025-12-03T21:59:52,22793,2026,1,Final,2025-12-03T00:00:00,2025-12-03T19:30:00,CHA,NY,2,6,6,104,119,2025-12-03T22:21:09,20022793,20000002,20000006,True,False,2025-12-04T00:30:00,2025-12-03T21:59:52,
5,2025-12-03T22:23:43,22794,2026,1,Final,2025-12-03T00:00:00,2025-12-03T20:00:00,BKN,CHI,8,11,11,113,103,2025-12-03T22:36:38,20022794,20000008,20000011,True,False,2025-12-04T01:00:00,2025-12-03T22:23:43,
6,2025-12-03T22:15:24,22795,2026,1,Final,2025-12-03T00:00:00,2025-12-03T20:00:00,SAC,HOU,30,22,22,95,121,2025-12-03T22:21:38,20022795,20000030,20000022,True,False,2025-12-04T01:00:00,2025-12-03T22:15:24,
7,2025-12-03T22:41:36,22796,2026,1,Final,2025-12-03T00:00:00,2025-12-03T20:00:00,DET,MIL,14,15,15,109,113,2025-12-03T22:52:29,20022796,20000014,20000015,True,False,2025-12-04T01:00:00,2025-12-03T22:41:36,
8,2025-12-03T22:47:50,22797,2026,1,Final,2025-12-03T00:00:00,2025-12-03T20:30:00,MIA,DAL,4,25,25,108,118,2025-12-03T23:08:11,20022797,20000004,20000025,True,False,2025-12-04T01:30:00,2025-12-03T22:47:50,
1,2025-12-04T21:20:02,22799,2026,1,Final,2025-12-04T00:00:00,2025-12-04T19:00:00,BOS,WAS,9,1,1,146,101,2025-12-04T21:35:47,20022799,20000009,20000001,True,False,2025-12-05T00:00:00,2025-12-04T21:20:02,
0,2025-12-04T21:34:13,22798,2026,1,Final,2025-12-04T00:00:00,2025-12-04T19:00:00,GS,PHI,26,7,7,98,99,2025-12-04T21:51:52,20022798,20000026,20000007,True,False,2025-12-05T00:00:00,2025-12-04T21:34:13,
3,2025-12-04T22:02:12,22801,2026,1,Final,2025-12-04T00:00:00,2025-12-04T19:30:00,LAL,TOR,27,10,10,123,120,2025-12-04T22:23:07,20022801,20000027,20000010,True,False,2025-12-05T00:30:00,2025-12-04T22:02:12,
2,2025-12-04T21:59:59,22800,2026,1,Final,2025-12-04T00:00:00,2025-12-04T19:30:00,UTA,BKN,17,8,8,123,110,2025-12-04T22:06:55,20022800,20000017,20000008,True,False,2025-12-05T00:30:00,2025-12-04T21:59:59,
4,2025-12-04T22:28:03,22802,2026,1,Final,2025-12-04T00:00:00,2025-12-04T20:00:00,MIN,NO,16,23,23,125,116,2025-12-04T22:38:26,20022802,20000016,20000023,True,False,2025-12-05T01:00:00,2025-12-04T22:28:03,
